ID	FK_Plant_ID	Unique_Plant_Id	PlantName	OptOutPlant	CapacityOptedOutMW	HoursOperated	PlantIncludedInNERP
1233	1233	DE0254	KWKK-Anlage	No			No
1234	1234	DE0255	Stadtwerke Heidelberg	No			No
1235	1235	DE0256	Heizkraftwerk IHKW (ex. ´Heizkraftwerk´ in 2004)	No			No
1236	1236	DE0257	Heizkraftwerk EnBW (ex. ´Heizkraftwerk´ in 2004)	No			No
1237	1237	DE0259	Heizkraftwerk	No			No
1238	1238	DE0260	Werk Werra, Standort Wintershall	No			No
1239	1239	DE0261	Heizkraftwerk Herne, Blöcke 2-4	No			No
1240	1240	DE0262	Kraftwerk Shamrock Kessel 1-4	No			No
1241	1241	DE0264	Kappa Herzberger Papierfabrik GmbH, Heizkraftwerk	No			No
1242	1242	DE0265	Biomasseheizkraftwerk	No			No
1243	1243	DE0266	Smurfit Europa Carton GmbH, Feuerungsanlage	No			No
1244	1244	DE0267	Heizkraftwerk	No			No
1245	1245	DE0268	Kraftwerk - Goldenberg	No			No
1246	1246	DE0270	Feuerungsanlage	No			No
1247	1247	DE0272	HKW Ilmenau	No			No
1248	1248	DE0273	Boehringer, Ingelheim	No			No
1249	1249	DE0274	Heizwerk Ost und West	No			No
1250	1250	DE0275	GUD + Spitzenlastkessel	No			No
1251	1251	DE0276	Feuerungsanlage	No			No
1252	1252	DE0278	TWK Kaiserlautern	No			No
1253	1253	DE0279	Heizkraftwerk West	No			No
1254	1254	DE0280	Heizwerk Ahaweg (ex. ´Heizwerk´ in 2004)	No			No
1255	1255	DE0281	Kraftwerk EnBW RDK (ex. Kraftwerk in 2004)	No			No
1256	1256	DE0282	Kraftwerk Stora Enso (ex. ´Kraftwerk´ in 2004)	No			No
1257	1257	DE0283	KFW, Heizkraftwerk Mittelfeld	No			No
1258	1258	DE0284	KFW, Heizwerk Losse (ex. ´Heizwerk Losse, Kasseler Fernwärme´ before 2006)	No			No
1259	1259	DE0285	KFW, Kombi Heizkraftwerk Kassel	No			No
1260	1260	DE0286	KFW, ZWF Kraftwerk Kassel (ex. ´Kasseler Fernwärme GmbH´ before 2006)	No			No
1261	1261	DE0287	Papierfabrik Koehler Kehl /Kesselanlage	No			No
1262	1262	DE0288	Kraftwerk	No			No
1263	1263	DE0290	Erdgasverdichterstation	No			No
1264	1264	DE0291	Heizkraftwerk Humboldtstraße	No			No
1265	1265	DE0292	Heizkraftwerk Kiel	No			No
1266	1266	DE0293	Heizwerk Nord	No			No
1267	1267	DE0294	Heizwerk Ost	No			No
1268	1268	DE0295	Gasturbine	No			No
1269	1269	DE0296	Erdgasverdichterstation Holtum	No			No
1270	1270	DE0297	Kraftwerk	No			No
1271	1271	DE0298	Erdgas- Verdichterstation (Gasturbinen)	No			No
1272	1272	DE0299	Feuerungsanlage O7	No			No
1273	1273	DE0304	Heizkraftwerk	No			No
1274	1274	DE0305	Heizkraftwerk (HKW Niehl alt und GT-HKW)	No			No
1275	1275	DE0306	Heizkraftwerk Innenstadt	No			No
1276	1276	DE0307	Heizkraftwerk Merheim	No			No
1277	1277	DE0308	Heizkraftwerk Merkenich	No			No
1278	1278	DE0309	Kracker IV T21	No			No
1279	1279	DE0310	Kracker V, S03	No			No
1280	1280	DE0311	Kraftwerk 010, Kessel 3-5	No			No
1281	1281	DE0312	Kraftwerk	No			No
1282	1282	DE0313	Großfeuerungsanlage	No			No
1283	1283	DE0314	Energieversorgung	No			No
1284	1284	DE0315	Feuerungsanlage Fernheizwerk Schwertstr.	No			No
1285	1285	DE0316	Heizkraftwerk	No			No
1286	1286	DE0318	Kraftwerk L 57	No			No
1287	1287	DE0319	Kraftwerk N 230	No			No
1288	1288	DE0320	Kübler & Niethammer Papierfabrik - Kraftwerk	No			No
1289	1289	DE0321	Erdgasverdichterstation Krummhörn (Verbrennungsmotor und BHKW)	No			No
1290	1290	DE0322	Erdgasverdichterstation Rysum	No			No
1291	1291	DE0323	Kraftwerk m. Kraft/Wärme-K.	No			No
1292	1292	DE0324	E.ON Kraftwerke, Kraftwerk Robert-Frank	No			No
1293	1293	DE0325	Wingas GmbH / Erdgasverdichteranlage	No			No
1294	1294	DE0326	Stadtwerke Leipzig Heizkraftwerk Nord	No			No
1295	1295	DE0327	SW Leipzig, Heizwerk Kulkwitz	No			No
1296	1296	DE0328	SW Leipzig, Heizwerk Nordost	No			No
1297	1297	DE0329	Energiezentrale	No			No
1298	1298	DE0330	Energiezentrale Scheufelen	No			No
1299	1299	DE0331	GuD-Anl. mit Abhitze -und Reservekessel	No			No
1300	1300	DE0332	GuD-Anlage und Besicherungskessel	No			No
1301	1301	DE0333	G-Kraftwerk	No			No
1302	1302	DE0334	Heizwerk	No			No
1303	1303	DE0335	X-Kraftwerk	No			No
1304	1304	DE0336	RWE Power AG. Lingen, Kraftwerk Emsland	No			No
1305	1305	DE0337	Heizwerk	No			No
1306	1306	DE0338	ENRO Ludwigsfelde Energie GmbH / Heizwerk	No			No
1307	1307	DE0339	BASF AG, Ammoniak 3	No			No
1308	1308	DE0340	BASF AG, Ammoniak 4	No			No
1309	1309	DE0341	BASF AG, Dampfkessel U 160	No			No
1310	1310	DE0342	BASF AG, Gasturbine A 855	No			No
1311	1311	DE0343	BASF AG, Kraftwerk Mitte	No			No
1312	1312	DE0344	BASF AG, Kraftwerk Nord	No			No
1313	1313	DE0345	BASF AG, Gasturbine A 800	No			No
1314	1314	DE0346	BASF AG, Steamcracker I	No			No
1315	1315	DE0347	BASF AG, Steamcracker II	No			No
1316	1316	DE0348	BASF AG, Styrol-Fabrik	No			No
1317	1317	DE0349	MVV, Ludwigshafen	No			No
1318	1318	DE0350	RWE Power (BASF AG)	No			No
1319	1319	DE0351	Technische Werke, Ludwigshafen	No			No
1320	1320	DE0352	Kraftwerk Lünen	No			No
1321	1321	DE0356	Großfeuerungsanlage	No			No
1322	1322	DE0357	Großfeuerungsanlage	No			No
1323	1323	DE0358	Favorit, Mainz-Lerchenberg	No			No
1324	1324	DE0359	Heizkraftwerk, Uni Mainz	No			No
1325	1325	DE0360	KMW, Mainz	No			No
1326	1326	DE0361	Grosskraftwerk	No			No
1327	1327	DE0362	Heizwerk Einspeisung Nord	No			No
1328	1328	DE0363	Heizwerk Vogelstang	No			No
1329	1329	DE0364	Kraftwerk EVS (ex. Kraftwerk in 2004)	No			No
1330	1330	DE0365	MVV Energie AG	No			No
1331	1331	DE0366	SCA Hygiene Products GmbH	No			No
1332	1332	DE0367	Heizkraftwerk EnBW (ex. ´Feuerungsanlage Kraftwerk Marbach´ in 2004)	No			No
1333	1333	DE0369	Kraftwerk 1,Block 4	No			No
1334	1334	DE0370	Kraftwerk 1,Block 5	No			No
1335	1335	DE0371	Kraftwerk II,Bl.3	No			No
1336	1336	DE0372	Kraftwerk III,Block 311	No			No
1337	1337	DE0373	Kraftwerk III,Block 312	No			No
1338	1338	DE0374	Kraftwerk Marl	No			No
1339	1339	DE0375	Weig, Mayen	No			No
1340	1340	DE0377	MSW HKW Steinweg-Heizwerk	No			No
1341	1341	DE0380	Gasturbinenanlage	No			No
1342	1342	DE0381	EON-MEGAL, Mittelbrunn	No			No
1343	1343	DE0382	EON-TENP, Mittelbrunn	No			No
1344	1344	DE0383	Heizwerk Moers	No			No
1345	1345	DE0384	Kraftwerk (NDK,DEA und Thermalöfen)	No			No
1346	1346	DE0385	Erdgasverdichter Hügelheim	No			No
1347	1347	DE0387	Heizkraftwerk	No			No
1348	1348	DE0388	Heizkraftwerk	No			No
1349	1349	DE0389	Heizkraftwerk  (HW Süd)	No			No
1350	1350	DE0390	Heizwerk	No			No
1351	1351	DE0391	Heizwerk	No			No
1352	1352	DE0393	Heizwerk	No			No
1353	1353	DE0394	Heizwerk	No			No
1354	1354	DE0395	Heizwerk	No			No
1355	1355	DE0396	Heizwerk	No			No
1356	1356	DE0397	Heizkraftwerk	No			No
1357	1357	DE0398	Heizkraftwerk	No			No
1358	1358	DE0399	Dampfkesselanlage Audi	No			No
1359	1359	DE0402	Heizkraftwerk Neubrandenburg	No			No
1360	1360	DE0403	Heizwerk Nord	No			No
1361	1361	DE0404	Heizwerk Süd	No			No
1362	1362	DE0405	Heizkraftwerk Neumünster	No			No
1363	1363	DE0406	Kraftwerk	No			No
1364	1364	DE0407	Energie	No			No
1365	1365	DE0408	Kronos Titan GmbH, Herstellung von Titandioxid / Feuerungsanlage	No			No
1366	1366	DE0409	Wacker-Chemie, Feuerungsanl.	No			No
1367	1367	DE0410	Gasturbinen-BHKW + Dampfkessel	No			No
1368	1368	DE0411	Heizkraftwerk	No			No
1369	1369	DE0412	Heizwerk	No			No
1370	1370	DE0413	Heizwerk	No			No
1371	1371	DE0414	Heizwerk	No			No
1372	1372	DE0416	Kraftwerk Franken I (Gesamtanlage)	No			No
1373	1373	DE0417	Heizkraftwerk 1 Danziger Straße	No			No
1374	1374	DE0418	Heizkraftwerk 2 Friedrichstr.	No			No
1375	1375	DE0419	Kraftwerk	No			No
1376	1376	DE0421	Zuckerfabrik Obrigheim	No			No
1377	1377	DE0422	Südzucker Feuerungsanlage	No			No
1378	1378	DE0424	EVO-Heizkraftwerk, Offenbach	No			No
1379	1379	DE0425	WINGAS GmbH-Erdgasverdichterstation	No			No
1380	1380	DE0426	Gasturbinenkraftwerk	No			No
1381	1381	DE0427	Ahlstrom Osnabrück GmbH, Heizkraftzentrale	No			No
1382	1382	DE0428	Felix Schöller jr. Foto- und Spezialpapiere GmbH & Co.KG, Heizkraftzentrale	No			No
1383	1383	DE0429	Gasturbinenkraftwerk Audorf	No			No
1384	1384	DE042b	HARPEN EKT HKW Rudow GAS/Holz	No			No
1385	1385	DE0430	Kraftwerk	No			No
1386	1386	DE0432	Kraftwerk	No			No
1387	1387	DE0433	Heizkraftwerk Pforzheim	No			No
1388	1388	DE0434	Werk Werra, Standort Hattorf	No			No
1389	1389	DE0436	HKW Werk Plattling (Gesamtanlage)	No			No
1390	1390	DE0437	Kraftwerk	No			No
1391	1391	DE0438	Wärmeversorgung Plauen, Öl-Gasheizwerk	No			No
1392	1392	DE0439	YARA Rostock Anfahrdampferzeuger	No			No
1393	1393	DE0440	Kraftwerk	No			No
1394	1394	DE0441	EWP Energie und Wasser Potsdam GmbH / Heizkraftwerk Potsdam Süd	No			No
1395	1395	DE0442	EWP Energie und Wasser Potsdam GmbH / Heizkraftwerk Potsdam Süd	No			No
1396	1396	DE0443	EWP Energie und Wasser Potsdam GmbH / Heizkraftwerk Potsdam Süd	No			No
1397	1397	DE0444	EWP Energie und Wasser Potsdam GmbH / Heizkraftwerk Potsdam Süd	No			No
1398	1398	DE0445	EWP Energie und Wasser Potsdam GmbH / Heizkraftwerk Potsdam Süd	No			No
1399	1399	DE0447	Kraftwerk Weiher	No			No
1400	1400	DE0448	Gasturbine TV 001	No			No
1401	1401	DE0450	Feuerungsanlagen Energiezentrale	No			No
1402	1402	DE0452	Kraftwerk	No			No
1403	1403	DE0453	Heizwerk Recklinghausen	No			No
1404	1404	DE0454	Heißwasserkessel 1-5 und GD-Turbine	No			No
1405	1405	DE0455	Untertage-Gasspeicher Rehden	No			No
1406	1406	DE0456	Kraftwerk HD-Kessel 1,3,5,6+Gasturbine	No			No
1407	1407	DE0457	Degussa / Gasturbine (GT & AK)	No			No
1408	1408	DE0458	Erdgasverdichter Schwarzach	No			No
1409	1409	DE0460	Erdgas-Verdichterstation (Gasturbine)	No			No
1410	1410	DE0461	Erdgas-Verdichterstation (Gasturbine)	No			No
1411	1411	DE0462	Heizkraftwerk (Gesamtanlage)	No			No
1412	1412	DE0463	HKW Marienehe	No			No
1413	1413	DE0464	Kraftwerk Rostock	No			No
1414	1414	DE0465	Erdgas-Verdichterstation (Gasturbine)	No			No
1415	1415	DE0466	Gasturbinenanlage	No			No
1416	1416	DE0467	Heizkraftwerk	No			No
1417	1417	DE0468	KEO Kraftwerke Mainz-Wiesbaden AG	No			No
1418	1418	DE0469	KEO Kraftwerke Mainz-Wiesbaden AG	No			No
1419	1419	DE0470	KEO Kraftwerke Mainz-Wiesbaden AG	No			No
1420	1420	DE0471	HKW Römerbrücke	No			No
1421	1421	DE0472	SRS Eco Therm GmbH Salzbergen, Kraftwerk	No			No
1422	1422	DE0473	Salzgitter Flachstahl GmbH Kraftwerk SZ-Hallendorf	No			No
1423	1423	DE0474	Volkswagen AG ,Werk Salzgitter, Heizhaus	No			No
1424	1424	DE0475	Gasturbinen-Verdichteranlage (2 Turbinen)	No			No
1425	1425	DE0476	METG, Scheidt	No			No
1426	1426	DE0477	Braunkohlenkraftwerk 2x 1265 MW	No			No
1427	1427	DE0479	Kraftwerk Buschhaus	No			No
1428	1428	DE0480	BASF Schwarzheide GmbH / GuD Kraftwerk	No			No
1429	1429	DE0481	LEIPA / Heizwerk	No			No
1430	1430	DE0482	PCK / Industriekraftwerk	No			No
1431	1431	DE0484	Heizwerk (70,7 MW)	No			No
1432	1432	DE0485	Kohleheizkraftwerk	No			No
1433	1433	DE0486	Heizwerk GuD Schwerin Süd	No			No
1434	1434	DE0487	Heizwerk Lankow	No			No
1435	1435	DE0488	Heizwerk Lankow, Heißwassererzeuger	No			No
1436	1436	DE0489	Heizwerk Schwerin Süd	No			No
1437	1437	DE0490	Heizkraftwerk Ost	No			No
1438	1438	DE0492	SVZ Schwarze Pumpe, Abhitzekessel u. GUD	No			No
1439	1439	DE0493	VEAG Kraftwerk Schwarze Pumpe GmbH / Kraftwerk	No			No
1440	1440	DE0494	Aluminium Oxid Stade GmbH, Feuerungsanlage Kesselhaus	No			No
1441	1441	DE0496	Industriekraftwerk	No			No
1442	1442	DE0497	NEAG	No			No
1443	1443	DE0498	Heizkraftwerk (HKW (FWL kleiner 300 MW))	No			No
1444	1444	DE0499	Gasturbinenanlage	No			No
1445	1445	DE0500	Stadtwerke Strausberg GmbH / Kesselanlage	No			No
1446	1446	DE0502	Heizkraftwerk EnBW Gaisburg	No			No
1447	1447	DE0503	Heizkraftwerk EnBW Münster (ex. Heizkraftwerk in 2004)	No			No
1448	1448	DE0504	Heizkraftwerk Universität Stuttgart	No			No
1449	1449	DE0506	HKW Bohrhügel	No			No
1450	1450	DE0508	Gasturbine TVD 7	No			No
1451	1451	DE0509	Vattenfall Europe Generation AG & Co. KG / Gasturbinenkraftwerk	No			No
1452	1452	DE0511	Kraftwerk	No			No
1453	1453	DE0512	Heizkraftwerk Einsteinstraße (ohne Bio-HKW) (ex. ´Heizkraftwerk (ohne Bio-HKW)´ in 2004)	No			No
1454	1454	DE0513	Heizwerk Daimlerstraße (ex. Feuerungsanlage in 2004)	No			No
1455	1455	DE0514	Heizwerk Universität Ulm (ex. Heizwerk in 2004)	No			No
1456	1456	DE0515	Industriekraftwerk	No			No
1457	1457	DE0516	Heizkraftwerk (HW Nord)	No			No
1458	1458	DE0517	Papier-u. Kartonfabrik Varel/ fabrikmäßige Papier- u. Pappeherstellung / Kraftwerk	No			No
1459	1459	DE0518	Gasturbinenanlage	No			No
1460	1460	DE0520	Dampfkraftwerk mit Ölfeuerung	No			No
1461	1461	DE0522	Gemeinschaftskraftwerk West, Blöcke I+II	No			No
1462	1462	DE0523	Kraftwerk Voerde, Blöcke A und B	No			No
1463	1463	DE0524	Kraftwerk Irsching	No			No
1464	1464	DE0525	Heizkraftwerk Fenne I	No			No
1465	1465	DE0526	Kraftwerk Völklingen	No			No
1466	1466	DE0527	Industriekraftwerk Wählitz	No			No
1467	1467	DE0528	Erdgas-Verdichterstation (Gasturbine)	No			No
1468	1468	DE0529	Gasturbinen	No			No
1469	1469	DE0531	Kraftwerk EnBW (ex. ´Kraftwerk Block 1 + 2´ in 2004; plus Gasturbine D from 2004)	No			No
1470	1470	DE0532	Gasturbine	No			No
1471	1471	DE0533	Erdgasverdichterstation Wardenburg	No			No
1472	1472	DE0535	Gasturbinenanlage	No			No
1473	1473	DE0536	Heizkraftwerk	No			No
1474	1474	DE0538	Gasturbinenanlage	No			No
1475	1475	DE0539	Zentralkraftwerk	No			No
1476	1476	DE0540	Felix Schoeller Foto-u. Spezialpap.-IKW	No			No
1477	1477	DE0541	Kraftwerk	No			No
1478	1478	DE0542	Gaskombiblock F	No			No
1479	1479	DE0543	Gaskombiblock G	No			No
1480	1480	DE0544	Gaskombiblock H	No			No
1481	1481	DE0545	Gaskombiblock I	No			No
1482	1482	DE0546	Gasturbinenanlage	No			No
1483	1483	DE0548	Kraftwerksanlage	No			No
1484	1484	DE0549	InfraServ (Kalle-Albert)	No			No
1485	1485	DE0550	E.ON Kraftwerke GmbH / Kraftwerk / Gasturbine Wilhelmshaven	No			No
1486	1486	DE0551	E.ON Kraftwerke GmbH / Kraftwerk Wilhelmshaven	No			No
1487	1487	DE0552	INEOS Vinlys Deutschland GmbH, Feuerungsanlage (ex. ´EVC European Vinyls (Deutschland) GmbH, Feuerungsanlage´ in 2004 and 2005)	No			No
1488	1488	DE0553	SCA Packaging Containerboard Deutschland GmbH	No			No
1489	1489	DE0554	GuD-Anlage	No			No
1490	1490	DE0556	VW Kraftwerk GmbH Heizkraftwerk Nord/Süd	No			No
1491	1491	DE0557	VW Kraftwerk GmbH Heizkraftwerk West	No			No
1492	1492	DE0558	Kraftwerk Mochenwang Papier (ex. Feuerungsanlage)	No			No
1493	1493	DE0559	Grace Holding, Worms	No			No
1494	1494	DE0560	Daimler-Chrysler, Wörth	No			No
1495	1495	DE0561	Papierfabrik Palm, Wörth	No			No
1496	1496	DE0562	Kraftwerk Sigmundshall	No			No
1497	1497	DE0564	Heizkraftwerk Barmen	No			No
1498	1498	DE0565	Heizkraftwerk Elberfeld	No			No
1499	1499	DE0566	Heizwerk Unterbarmen	No			No
1500	1500	DE0567	Heizwerk Viehhof	No			No
1501	1501	DE0568	Heizkraftwerk	No			No
1502	1502	DE0569	Heizwerk 1xWSF 84 MW,  Res-K. 74,3 MW	No			No
1503	1503	DE0570	Industriekraftwerk	No			No
1504	1504	DE0571	Gasturbine 1 + 2	No			No
1505	1505	DE0572	Energiezentrale (GT) mit Abhitzekessel	No			No
1506	1506	DE0574	Steag, Heizwerk Süd	No			No
1507	1507	DE0575	VW Sachsen, Gasheizwerk	No			No
1508	1508	DE0754	Heizkraftwerk	No			No
1509	1509	DE1001	Anlage zur Destillation	No			No
1510	1510	DE1002	Anl. z. Herst. v. Kohlenwasserstoffen	No			No
1511	1511	DE1003	Kraftwerk	No			No
1512	1512	DE1004	Anlage zur Raffination	No			No
1513	1513	DE1005	<Holborn> Befeuerter Reaktor STR-F-1401	No			No
1514	1514	DE1006	<Holborn> Dampferzeugungsanlage	No			No
1515	1515	DE1007	<Holborn> Prozeßöfen PS5-F101/2, PHF-F701, F501/2/3	No			No
1516	1516	DE1008	<SHELL Raffinerie Harburg> Feuerungsanlagen CD-II, CD-III, VB	No			No
1517	1517	DE1010	<SHELL Raffinerie Harburg> Gasturbinen-Heizkraftwerk	No			No
1518	1518	DE1012	Kraftwerk	No			No
1519	1519	DE1013	Feuerungsanlage F-3201	No			No
1520	1520	DE1014	Feuerungsanlage F-1	No			No
1521	1521	DE1015	Feuerungsanlage F-7101	No			No
1522	1522	DE1017	Feuerungsanlage CCR (Gas)	No			No
1523	1523	DE1018	Feuerungsanlage (Gas)	No			No
1524	1524	DE1019	Feuerungsanlage Olefinanlagen (Gas)	No			No
1525	1525	DE1020	Feuerungsanlage D500 (Mischfeuerung)	No			No
1526	1526	DE1021	Kraftwerk	No			No
1527	1527	DE1022	Anlagengruppe A7	No			No
1528	1528	DE1023	Anlagengruppe A8	No			No
1529	1529	DE1024	Anlagengruppe Hydrocracker	No			No
1530	1530	DE1025	Olefinanlage 3 mit Propylendestillation	No			No
1531	1531	DE1026	Olefin-IV-Anlage	No			No
1532	1532	DE1030	Kraftwerk 1 + Prozessöfen	No			No
1533	1533	DE1031	Kraftwerk 2 + Prozessöfen	No			No
1534	1534	DE1033	Mineralölraffinerie mit Petrochemie	No			No
1535	1535	DE1035	Bubble (Kraftwerk+Raffinerie)	No			No
1536	1536	DE1037	Raffinerie	No			No
1537	1537	DE1038	PCK / Aromizer	No			No
1538	1538	DE1039	PCK / Rohöl 1	No			No
1539	1539	DE1040	PCK / Rohöl 3	No			No
1540	1540	DE1041	PCK / VT3/Desus1	No			No
1541	1541	DE1042	PCK / Therm. Spaltanlage	No			No
1542	1542	DE1043	PCK / H2B-Anlage	No			No
1543	1543	DE1044	PCK / Mitteldruck	No			No
1544	1544	DE1045	Raffinerie Kraftwerksbetriebe Leuna	No			No
1545	1545	DE4001	Heizkraftwerk	No			No
1546	1546	DE4002	Etzel-Öllager	No			No
1547	1547	DE4007	GuD-Anlage Niehl	No			No
1548	1548	DE4008	<Vattenfall> Gasturbinenanlage <...Europe Generation AG & Co. KG>	No			No
1549	1549	DE4010	Heizkraftwerk (Energieversorgung Windelsbleiche)	No			No
1550	1550	DE4012	Gasturbine u. Feuerungsanlage (KWK + Kessel 1+ Kessel 2)	No			No
1551	1551	DE4017	OIE Baumholder	No			No
1552	1552	DE4018	Stadtwerke Pirmasens	No			No
1553	1553	DE4019	Kraft-Wärme-Kopplungsanlage auf Gasturbinenbasis	No			No
1554	1554	DE4022	VW Kraftwerk GmbH, Heizkraftwerk Kassel	No			No
1555	1555	DE4023	Steag, Heizwerk Eckersbach	No			No
1556	1556	DE4024	Stadtwerke Schwedt/Spitzen-u. Reserveheizwerk	No			No
1557	1557	DE4025	Philipps-Universität Marburg	No			No
1558	1558	DE4026	Heizwerk Universität Tübingen (ex. Feuerungsanlage in 2004)	No			No
1559	1559	DE4027	Buchmann, Annweiler	No			No
1560	1560	DE4029	Kraftwerk	No			No
1561	1561	DE4035	Dampfkraftwerk (Kessel 8 + 9 + 10 + 11+ GT-Block)	No			No
1562	1562	DE4038	Allessa Chemie GmbH, Offenbach	No			No
1563	1563	DE4044	Heizwerk Dillingen	No			No
1564	1564	DE4045	Feuerungsanlage (F-st.HS,HEL,Gas,Biogas)	No			No
1565	1565	DE4046	Enka GmbH & Co.KG, Feuerungsanlage	No			No
1566	1566	DE4050	KRONOTEX GmbH & Co. KG / Energieerzeugungsanlagen I+II	No			No
1567	1567	DE4051	Opel, Kaiserslautern	No			No
1568	1568	DE4052	Ticona GmbH	No			No
1569	1569	DE4053	Gasturbinenanlage (GTA)	No			No
1570	1570	DE4054	Kraftwerk 2	No			No
1571	1571	DE4055	Gasanlage 4, (V)Ofenteil	No			No
1572	1572	DE4056	Gasanlage 6, (V)Ofenteil	No			No
1573	1573	DE4069	BKB Premnitz / IKW (ex. ´ Energieversorgung Premnitz / IKW´ until 2005)	No			No
1574	1574	DE4071	Coker, Mittelölhydrierung	No			No
1575	1575	DE4072	Erdöldestillation A11	No			No
1576	1576	DE4073	Refiner, Reformer 4	No			No
1577	1577	DE4074	Bubble (Kraftwerk+Raffinerie)	No			No
1578	1578	DE4088	SEC, Neidenfells	No			No
1579	1579	DE4089	KW Hermes Gas/Öl-DKW-Anlage	No			No
1580	1580	DE4090	Papierfabrik Koehler Oberkirch / Heizkraftwerk I	No			No
1581	1581	DE4091	Klingele Papierwerke GmbH & Co.KG / Heizkraftwerk	No			No
1582	1582	DE4095	Goodyear Herstellung von Autoreifen	No			No
1583	1583	DE4101	Heizkraftwerk Nord	No			No
1584	1584	DE4105	Zuckerfabrik Güstrow	No			No
1585	1585	DE4107	Vattenfall Europe Generation AG & Co. KG / Kraftwerk	No			No
1586	1586	DE4108	Kraftwerk	No			No
1587	1587	DE4109	Kraftwerk	No			No
1588	1588	DE4110	Kraftwerk Westfalen	No			No
1589	1589	DE5000	Bewag HKW Reuter West	No			No
1590	1590	DE5001	Feuerungsanlage (Altanlage Mitsubishi)	No			No
1591	1591	DE5002	Spitzenheizwerk der Univ. Bochum	No			No
1592	1592	DE5003	Dow Olefinverbund GmbH Ethylenanlage	No			No
1593	1593	DE5004	Dow Olefinverbund-Pyrolyseöldampferzeuger	No			No
1594	1594	DE5005	Probis GmbH, Kraftwerk	No			No
1595	1595	DE5006	Feuerungsanlage Beck	No			No
1596	1596	DE5007	Feuerungsanlage BWK	No			No
1597	1597	DE5008	KW Mittelsbüren Block 3	No			No
1598	1598	DE5009	"GuD-Anlage (Ab 2005 Daten unter  06-09-171-0009-0B01-O001-0005, ""Dampfkraftwerk (Kessel 8 + 9 + 10 + 11+ GT-Block)"")"	No			No
1599	1599	DE5010	Heizkraftwerk Werk Dachau	No			No
1600	1600	DE5011	Kraftwerk Datteln Kessel 6/7	No			No
1601	1601	DE5012	Kraftwerk Deuben	No			No
1602	1602	DE5013	Kraftwerk Reg. West(GuD-Anlage Dormagen)	No			No
1603	1603	DE5014	DREWAG Gasturbinen-HKW DD-Nord	No			No
1604	1604	DE5015	Fernheizkraftwerk	No			No
1605	1605	DE5016	Fa. Gasport GmbH & Co.KG,Gasfeuerungsanlage / 2 Dampfkessel	No			No
1606	1606	DE5017	Fa. Gasport GmbH & Co.KG, Gasfeuerungsanlage / Regenerationsgaserhitzer	No			No
1607	1607	DE5018	Dampfflutanlage Emlichheim	No			No
1608	1608	DE5019	Heizkraftwerk	No			No
1609	1609	DE5020	Heizkraftwerk	No			No
1610	1610	DE5021	HKW Gotha	No			No
1611	1611	DE5022	Großfeuerungsanlage (Kesselhaus)	No			No
1612	1612	DE5023	Feuerungsanlage	No			No
1613	1613	DE5024	Kraftwerk Shamrock Kessel 5	No			No
1614	1614	DE5025	Kraftwerk > 50 MW	No			No
1615	1615	DE5026	Kraftwerk Block B	No			No
1616	1616	DE5027	Mineralölraffinerie	No			No
1617	1617	DE5028	Kesselhaus 1	No			No
1618	1618	DE5029	Dampf- und Wärmeerzeugung	No			No
1619	1619	DE5030	Dampf- und Wärmeerzeugung	No			No
1620	1620	DE5031	Industriekraftwerk	No			No
1621	1621	DE5032	Kraftwerk Mehrum	No			No
1622	1622	DE5033	Ölbetrieb Rühlermoor	No			No
1623	1623	DE5034	Kraftwerk	No			No
1624	1624	DE5035	Petrochemische Anlage	No			No
1625	1625	DE5036	Kraftwerk Mumsdorf	No			No
1626	1626	DE5037	Heizwerk	No			No
1627	1627	DE5038	Heizkraftwerk Nesse	No			No
1628	1628	DE5039	Kraftwerk A30	No			No
1629	1629	DE5040	Fernheizwerk	No			No
1630	1630	DE5041	SW Riesa; HKW Riesa-Merzdorf	No			No
1631	1631	DE5042	DKW/HKW2	No			No
1632	1632	DE5043	HKW Sömmerda	No			No
1633	1633	DE5044	DOW GmbH-Co. OHG, Kraftwerk	No			No
1634	1634	DE5045	Kraftwerk + Gasturbinenanlage	No			No
1635	1635	DE5046	Feuerungsanlage	No			No
1636	1636	DE5047	UPM / Hochdruck- und Hilfskessel	No			No
1637	1637	DE5048	Verdichterstation Visbek	No			No
1638	1638	DE5049	GuD-Heizkraftwerk	No			No
1639	1639	DE5050	Kraftwerk (fe.u.gasf.Brennst.Block K)	No			No
1640	1640	DE5051	Heizwerk II	No			No
1641	1641	DE5052	Feuerungsanlage	No			No
1642	1642	DE5053	<Lufthansa> Heizzentrale, Geb. 201/254	No			No
1643	1643	DE5054	<Shell Grasbrook> Kesselhaus	No			No
1644	1644	DE5055	<SHELL Raffinerie Harburg> Feuerungsanlage Platformer	No			No
1645	1645	DE5056	<Tesa> Heizwerk, Werk 4	No			No
1646	1646	DE5057	<UKE> Kesselanlage	No			No
1647	1647	DE5061	Messe FA	No			No
1648	1648	DE0001	Verbundnetz Gas-Erdgasverdichterstation	No			No
1649	1649	DE0002	Feuerungsanlage	No			No
1650	1650	DE0003	Kraftwerk Palm (ex. Kraftwerk until 2004)	No			No
1651	1651	DE0004	Erdgasverdichterstation Achim	No			No
1652	1652	DE0005	Vattenfall / GTHKW	No			No
1653	1653	DE0006	Heizkraftwerk Papierfabrik (ex. Heizkraftwerk until 2004)	No			No
