PowerWatch ID,Name,Fuel,Capacity (MW),Location,Plant Type,Commissioning Year,Units,Owner,Annual Generation (GWh),Other,Source,URL,Source 2,URL 2,Efficiency,Fuel Consumption (gm/kWh),Peak Load MW,Load Factor,Capacity Factor,Availability,Status,Country,Grid Balancing Area,Latitude,Longitude,Secondary Fuel,Address,Town,Postal code,Cooling Type,Cooling Source,Grid Connection,Natural_Language,CO2_annual_reported,CO2_tCO2/MWh
1002469,Nikkilä,Natural Gas,5.4,Nikkilän voimalaitos,CHP,,,Keravan Energia Oy,,,Finnish Energy Authority,http://www.energiavirasto.fi/en/voimalaitosrekisteri,,,,,,,,,,Finland,Finland National Grid,,,Medium heavy distillates,PL 37,Kerava,4201,,,,,,
1002486,Parantalankoski,Hydro,0.9,Parantala Äänekoski,,,,Koskienergia Oy,,,Finnish Energy Authority,http://www.energiavirasto.fi/en/voimalaitosrekisteri,,,,,,,,,,Finland,Finland National Grid,,,,PL166,Mikkeli,50101,,,,,,
1002361,Jumisko,Hydro,26,jumisko,,,,PVO Vesivoima Oy,,,Finnish Energy Authority,http://www.energiavirasto.fi/en/voimalaitosrekisteri,,,,,,,,,,Finland,Finland National Grid,,,,Virkkulantie 207,91100 Ii,91100,,,,,,
1002621,Nivala,Biomass,5.3,Lämpölä/Hyttitie 5 Nivala,CHP,,,Nivalan Kaukolämpö Oy,,,Finnish Energy Authority,http://www.energiavirasto.fi/en/voimalaitosrekisteri,,,,,,,,,,Finland,Finland National Grid,,,Heavy distillates,Hyttitie 5,Nivala,85500,,,,,,
1002506,Puulaakso,Biomass,0.9,Puulaakson Energia Oy  Hongantie 93,CHP,,,Puulaakson Energia Oy,,,Finnish Energy Authority,http://www.energiavirasto.fi/en/voimalaitosrekisteri,,,,,,,,,,Finland,Finland National Grid,,,,"C/O Vattenfall Sähköntuotanto Oy, Maistraatinportti 4",Helsinki,240,,,,,,
1002580,Vaskiluoto kt,Oil,26,Vaskiluoto kt 2,,,,Fingrid Oyj,,,Finnish Energy Authority,http://www.energiavirasto.fi/en/voimalaitosrekisteri,,,,,,,,,,Finland,Finland National Grid,,,,PL 530 ( Arkadiakatu 23 B),Helsinki,100,,,,,,
1002547,Säkylän varuskunnan dieselvoimalaitos,Oil,5,"Säkylä, Huovinrinne",CHP,,,Köyliön - Säkylän Sähkö Oy,,,Finnish Energy Authority,http://www.energiavirasto.fi/en/voimalaitosrekisteri,,,,,,,,,,Finland,Finland National Grid,,,,Kuninkaanlähteentie 76,Säkylä,27800,,,,,,
1002537,Sodankylän varuskunta,Oil,0.9,Sodankylän varuskunta,,,,Puolustushallinnon rakennuslaitos,,,Finnish Energy Authority,http://www.energiavirasto.fi/en/voimalaitosrekisteri,,,,,,,,,,Finland,Finland National Grid,,,,"Unioninkatu 8, PL 199",Helsinki,131,,,,,,
1002678,Vartinoja 1,Wind,25.65,Vartinoja 1,,,,Vartinoja I Ky,,,Finnish Energy Authority,http://www.energiavirasto.fi/en/voimalaitosrekisteri,,,,,,,,,,Finland,Finland National Grid,,,,PL3,Lähitapiola,2010,,,,,,
1002649,RES1,Wind,5,"Märynummi, Salo",,,,Restuuli Oy,,,Finnish Energy Authority,http://www.energiavirasto.fi/en/voimalaitosrekisteri,,,,,,,,,,Finland,Finland National Grid,,,,Tervarinne 5,Salo,24280,,,,,,
1002607,Topinojan Biokaasulaitos,Biomass,0.8,Topinojan Biokaasulaitos,CHP,,,Höyrytys Oy,,,Finnish Energy Authority,http://www.energiavirasto.fi/en/voimalaitosrekisteri,,,,,,,,,,Finland,Finland National Grid,,,Biogas,Palokorvenkatu 2,Kerava,4261,,,,,,
1002534,"Siilinjärvi, V1 turb. ja vp turb.",Biomass,25.1,Siilinjärvi,CHP,,,Kemphos Oy,,,Finnish Energy Authority,http://www.energiavirasto.fi/en/voimalaitosrekisteri,,,,,,,,,,Finland,Finland National Grid,,,Heavy distillates,"Nilsiäntie 501, PL 20",Siilinjärvi,71801,,,,,,
1002557,Teivaanmäki,Natural gas,4.8,"Teivaanmäki Jalkarannantie 22, Lahti",CHP,,,Lahti Energia Oy,,,Finnish Energy Authority,http://www.energiavirasto.fi/en/voimalaitosrekisteri,,,,,,,,,,Finland,Finland National Grid,,,Medium heavy distillates,,,15141,,,,,,
1002581,Vatajankoski,Hydro,0.75,Vatajankoski,,,,Vatajankosken Sähkö Oy,,,Finnish Energy Authority,http://www.energiavirasto.fi/en/voimalaitosrekisteri,,,,,,,,,,Finland,Finland National Grid,,,,PL 12,Kankaanpää,38701,,,,,,
1002371,Kaipola,Biomass,25,Kaipola VP3,CHP,,,UPM-Kymmene Oyj,,,Finnish Energy Authority,http://www.energiavirasto.fi/en/voimalaitosrekisteri,,,,,,,,,,Finland,Finland National Grid,,,Peat,Ky-35,Kuusankoski,45700,,,,,,
1002308,Alakoski,Hydro,4.6,"Alakoski, Tampere",,,,Alakoski Oy,,,Finnish Energy Authority,http://www.energiavirasto.fi/en/voimalaitosrekisteri,,,,,,,,,,Finland,Finland National Grid,,,,PL166,Mikkeli,50101,,,,,,
1002536,Siuronkoski,Hydro,0.7,"Siuronkoski, Nokia",,,,Virolan puutarha,,,Finnish Energy Authority,http://www.energiavirasto.fi/en/voimalaitosrekisteri,,,,,,,,,,Finland,Finland National Grid,,,,Tiihalantie 194,Kangasala,36270,,,,,,
1002402,Koivukoski 3,Hydro,25,Koivukoski 3,,,,Kainuun Voima Oy,,,Finnish Energy Authority,http://www.energiavirasto.fi/en/voimalaitosrekisteri,,,,,,,,,,Finland,Finland National Grid,,,,Tehdaskatu 17,PL 302,87101 Kajaani,,,,,,
1002408,Koneharju kt,Natural Gas,4.6,"Koneharju Koneharjunkatu, Lahti",CHP,,,Lahti Energia Oy,,,Finnish Energy Authority,http://www.energiavirasto.fi/en/voimalaitosrekisteri,,,,,,,,,,Finland,Finland National Grid,,,Medium heavy distillates,,,15141,,,,,,
1002647,Posion CHP-laitos,Natural Gas,0.6,Posion Voimalaitos Rantatie 3 97900 Posio,,,,Posion Vesi ja Lämpö Oy,,,Finnish Energy Authority,http://www.energiavirasto.fi/en/voimalaitosrekisteri,,,,,,,,,,Finland,Finland National Grid,,,Forest fuelwood,Kirkkotie 1,POSIO,97900,,,,,,
1002406,Kokkosniva,Hydro,25,Kokkosniva,,,,Kemijoki Oy,,,Finnish Energy Authority,http://www.energiavirasto.fi/en/voimalaitosrekisteri,,,,,,,,,,Finland,Finland National Grid,,,,PL 8131,ROVANIEMI,96101,,,,,,
1002468,Nastola kt,Natural Gas,4.6,Nastola Rakokiventie 23,CHP,,,Lahti Energia Oy,,,Finnish Energy Authority,http://www.energiavirasto.fi/en/voimalaitosrekisteri,,,,,,,,,,Finland,Finland National Grid,,,Medium heavy distillates,,,15141,,,,,,
1002460,Myllykoski ve,Hydro,25,Myllykosken vesivoimalaitos,,,,Myllykoski Paper Oy,,,Finnish Energy Authority,http://www.energiavirasto.fi/en/voimalaitosrekisteri,,,,,,,,,,Finland,Finland National Grid,,,,Myllykoskentie 1,Anjalankoski,46800,,,,,,
1002531,Seitakorva,Hydro,130,Seitakorva,,,,Kemijoki Oy,,,Finnish Energy Authority,http://www.energiavirasto.fi/en/voimalaitosrekisteri,,,,,,,,,,Finland,Finland National Grid,,,,PL 8131,ROVANIEMI,96101,,,,,,
1002467,Naistenlahti 1,Natural Gas,129,Naistenlahti 1,CHP,,,Tampereen Sähkölaitos,,,Finnish Energy Authority,http://www.energiavirasto.fi/en/voimalaitosrekisteri,,,,,,,,,,Finland,Finland National Grid,,,Medium heavy distillates,PL 175,TAMPERE,33101,,,,,,
1002397,Kirkniemi,Natural Gas,128,"Kirkniemi, Kirkniemen voimalaitos",CHP,,,Sappi Finland Oy,,,Finnish Energy Authority,http://www.energiavirasto.fi/en/voimalaitosrekisteri,,,,,,,,,,Finland,Finland National Grid,,,Medium heavy distillates,,Lohja,8800,,,,,,
1002530,Seinäjoki (SEVO),Peat,125,Seinäjoki  (SEVO),CHP,,,Vaskiluodon Voima Oy,417.318,,Finnish Energy Authority,http://www.energiavirasto.fi/en/voimalaitosrekisteri,ENTSOE (for generation only),https://transparency.entsoe.eu/generation/r2/installedCapacityPerProductionUnit/show,,,,,,,,Finland,Finland National Grid,,,Heavy distillates,Frilundintie 7,Vaasa,65170,,,,,,
1002476,Ossauskoski,Hydro,124,Ossauskoski,,,,Kemijoki Oy,,,Finnish Energy Authority,http://www.energiavirasto.fi/en/voimalaitosrekisteri,,,,,,,,,,Finland,Finland National Grid,,,,PL 8131,ROVANIEMI,96101,,,,,,
1002615,"Lappeenranta, Kaukaan tehdas",Biomass,119,,CHP,,,Kaukaan Voima Oy,176.829,,Finnish Energy Authority,http://www.energiavirasto.fi/en/voimalaitosrekisteri,ENTSOE (for generation only),https://transparency.entsoe.eu/generation/r2/installedCapacityPerProductionUnit/show,,,,,,,,Finland,Finland National Grid,,,Natural gas,Kaukaantie 16,Lappeenranta,53200,,,,,,
1002320,Haapaniemi,Peat,118.1,Haapaniemen voimalaitos,,,,Kuopion Energia Oy,,,Finnish Energy Authority,http://www.energiavirasto.fi/en/voimalaitosrekisteri,,,,,,,,,,Finland,Finland National Grid,,,Heavy distillates,PL105,Kuopio,Kuopio,,,,,,
1002386,Kellosaari,Oil,118,Kellosaari,,,,Helsingin Energia,,,Finnish Energy Authority,http://www.energiavirasto.fi/en/voimalaitosrekisteri,,,,,,,,,,Finland,Finland National Grid,,,,Kampinkuja 2,HELEN,90,,,,,,
1002492,Pietarsaari (Wisapower Oy),Biomass,116,"Pietarsaari, Wisapower",CHP,,,UPM-Kymmene Oyj Wisaforest,,,Finnish Energy Authority,http://www.energiavirasto.fi/en/voimalaitosrekisteri,,,,,,,,,,Finland,Finland National Grid,,,Heavy distillates,Ky-35,Kuusankoski,45700,,,,,,
1002354,Isohaara,Hydro,106,isohaara,,,,PVO Vesivoima Oy,,,Finnish Energy Authority,http://www.energiavirasto.fi/en/voimalaitosrekisteri,,,,,,,,,,Finland,Finland National Grid,,,,Virkkulantie 207,91100 Ii,91100,,,,,,
1002353,Inkoo,Coal,0,Inkoo,,,,"Fortum Power & Heat , Generation",,,Finnish Energy Authority,http://www.energiavirasto.fi/en/voimalaitosrekisteri,,,,,,,,,,Finland,Finland National Grid,,,Heavy distillates,Keilaniementie 1,PL 100,00048 Fortum,,,,,,
1002542,Stadsforsens Kraftverk,Hydro,4.6,Stadsforsens Kraftverk,,,,Nykarleby Kraftverk,,,Finnish Energy Authority,http://www.energiavirasto.fi/en/voimalaitosrekisteri,,,,,,,,,,Finland,Finland National Grid,,,,Kvarnvägen 20,Nykarleby,66900,,,,,,
1002380,Kaskinen lv ja vp,Biomass,0,Metsä Fibre Kaskisten tehdas,CHP,,,Metsä Fibre Oy,,,Finnish Energy Authority,http://www.energiavirasto.fi/en/voimalaitosrekisteri,,,,,,,,,,Finland,Finland National Grid,,,Heavy distillates,Revontulentie 6,Espoo,2100,,,,,,
1002305,Ahvenkoski,Hydro,24,Ahvenkoski,,,,Oy Mankala Ab,,,Finnish Energy Authority,http://www.energiavirasto.fi/en/voimalaitosrekisteri,,,,,,,,,,Finland,Finland National Grid,,,,Sitikkalantie 189,KAUSALA,47400,,,,,,
1002378,Karjalankoski,Hydro,4.5,"Juankoski, Pohjolantie 10",,,,Savon Voima Oyj,,,Finnish Energy Authority,http://www.energiavirasto.fi/en/voimalaitosrekisteri,,,,,,,,,,Finland,Finland National Grid,,,,PL 1024,Toivala,70901,,,,,,
1002414,Kristiina 1,Oil,0,Kristiina 1,,,,PVO-Lämpövoima Oy,,,Finnish Energy Authority,http://www.energiavirasto.fi/en/voimalaitosrekisteri,,,,,,,,,,Finland,Finland National Grid,,,Medium heavy distillates,Frilundintie 7,Vaasa,65170,,,,,,
1002591,Voikkaa ve 2,Hydro,24,Voikkaa 2,,,,UPM-Kymmene Oyj,,,Finnish Energy Authority,http://www.energiavirasto.fi/en/voimalaitosrekisteri,,,,,,,,,,Finland,Finland National Grid,,,,Ky-35,Valkeakoski,45700,,,,,,
1002394,Killinkoski,Hydro,4.5,Killinkoski,,,,Killin Voima Oy,,,Finnish Energy Authority,http://www.energiavirasto.fi/en/voimalaitosrekisteri,,,,,,,,,,Finland,Finland National Grid,,,,PL 25,Virrat,34801,,,,,,
1002415,Kristiina 2,Coal,0,Kristiina 2,,,,PVO-Lämpövoima Oy,,,Finnish Energy Authority,http://www.energiavirasto.fi/en/voimalaitosrekisteri,,,,,,,,,,Finland,Finland National Grid,,,Heavy distillates,Frilundintie 7,Vaasa,65170,,,,,,
1002457,Järvenpää,Natural Gas,23.8,"Voimalankatu, 04430 Järvenpää",CHP,,,Fortum Power and Heat Oy,,,Finnish Energy Authority,http://www.energiavirasto.fi/en/voimalaitosrekisteri,,,,,,,,,,Finland,Finland National Grid,,,,PL 100,Fortum,48,,,,,,
1002399,Klåsarö,Hydro,4.5,Klåsarö,,,,Oy Mankala Ab,,,Finnish Energy Authority,http://www.energiavirasto.fi/en/voimalaitosrekisteri,,,,,,,,,,Finland,Finland National Grid,,,,Sitikkalantie 189,KAUSALA,47400,,,,,,
1002493,Pihlava,Biomass,0,Pori Pihlava,CHP,,,Pori Energia Oy,,,Finnish Energy Authority,http://www.energiavirasto.fi/en/voimalaitosrekisteri,,,,,,,,,,Finland,Finland National Grid,,,Heavy distillates,PL 9 (Radanvarsi 2),PORI,28101,,,,,,
1002666,Pajukoski 1 B,Wind,23.1,Pajukosken tuulipuisto 1 B,,,,Pajukosken tuulipuisto Oy,,,Finnish Energy Authority,http://www.energiavirasto.fi/en/voimalaitosrekisteri,,,,,,,,,,Finland,Finland National Grid,,,,Kluuvikatu 3,Helsinki,`00100,,,,,,
1002614,Varissaari,Biomass,4.5,Varissaari,CHP,,,Keuruun Lämpövoima Oy,,,Finnish Energy Authority,http://www.energiavirasto.fi/en/voimalaitosrekisteri,,,,,,,,,,Finland,Finland National Grid,,,Peat,PL 50,Keuruu,42701,,,,,,
1002513,Raisio,Oil,0,Raisio,CHP,,,Raisionkaaren Teollisuuspuisto Oy,,,Finnish Energy Authority,http://www.energiavirasto.fi/en/voimalaitosrekisteri,,,,,,,,,,Finland,Finland National Grid,,,,PL 101,RAISIO,21201,,,,,,
1002645,Kirkkokallio-Honkajoki,Wind,21.6,Kirkkokallio,,,,Honkajoen Tuulipuisto Ky,,,Finnish Energy Authority,http://www.energiavirasto.fi/en/voimalaitosrekisteri,,,,,,,,,,Finland,Finland National Grid,,,,"c/o Taaleritehdas Oyj, Kluuvikatu 3",Helsinki,100,,,,,,
1002377,Kantvik,Coal,4.2,Kantvik,CHP,,,Voimavasu Oy,,,Finnish Energy Authority,http://www.energiavirasto.fi/en/voimalaitosrekisteri,,,,,,,,,,Finland,Finland National Grid,,,,PL 22,Jyväskylä,40101,,,,,,
1002527,Savela,Oil,0,Savela,,,,Jyväskylän Energiantuotanto Oy,,,Finnish Energy Authority,http://www.energiavirasto.fi/en/voimalaitosrekisteri,,,,,,,,,,Finland,Finland National Grid,,,,PL 4,Jyväskylä,40101,,,,,,
1002425,Kuurna,Hydro,21.2,"Kontiolahti, Kuurna",,,,Kuurnan Voima Oy,,,Finnish Energy Authority,http://www.energiavirasto.fi/en/voimalaitosrekisteri,,,,,,,,,,Finland,Finland National Grid,,,,Rantakatu 29,Joensuu,80100,,,,,,
1002318,Finlayson ve,Hydro,4.19,Finlayson ve,,,,Tampereen Sähkölaitos,,,Finnish Energy Authority,http://www.energiavirasto.fi/en/voimalaitosrekisteri,,,,,,,,,,Finland,Finland National Grid,,,,PL 175,TAMPERE,33101,,,,,,
1002550,Tahkoluoto,Coal,0,Tahkoluoto,,,,PVO-Lämpövoima Oy,,,Finnish Energy Authority,http://www.energiavirasto.fi/en/voimalaitosrekisteri,,,,,,,,,,Finland,Finland National Grid,,,Heavy distillates,Frilundintie 7,Vaasa,65170,,,,,,
1002437,Leppikoski,Hydro,21,Leppikoski,,,,"Fortum Power & Heat , Generation",,,Finnish Energy Authority,http://www.energiavirasto.fi/en/voimalaitosrekisteri,,,,,,,,,,Finland,Finland National Grid,,,,Keilaniementie 1,PL 100,00048 Fortum,,,,,,
1002419,Kuhmon Lämpö,Biomass,4,Kuhmo,CHP,,,Kuhmon Lämpö Oy,,,Finnish Energy Authority,http://www.energiavirasto.fi/en/voimalaitosrekisteri,,,,,,,,,,Finland,Finland National Grid,,,Industrial wood residues,Hyryntie 40,Kuhmo,88900,,,,,,
1002571,Vaasa,Oil,0,Palosaaren sillan voimalaitos,CHP,,,Vaasan Sähkö Oy,,,Finnish Energy Authority,http://www.energiavirasto.fi/en/voimalaitosrekisteri,,,,,,,,,,Finland,Finland National Grid,,,Medium heavy distillates,Kirkkopuistikko 0,Vaasa,65100,,,,,,
1002572,Vajukoski,Hydro,21,Vajukoski,,,,Kemijoki Oy,,,Finnish Energy Authority,http://www.energiavirasto.fi/en/voimalaitosrekisteri,,,,,,,,,,Finland,Finland National Grid,,,,PL 8131,ROVANIEMI,96101,,,,,,
1002435,Lapua,Peat,4,Lapua,CHP,,,Kiviristin Lämpö Oy,,,Finnish Energy Authority,http://www.energiavirasto.fi/en/voimalaitosrekisteri,,,,,,,,,,Finland,Finland National Grid,,,Forest fuelwood,Makasiinintie 7,Lapua,62100,,,,,,
1002579,Vaskiluoto 3,Oil,0,Vaasa  ( Vaskiluoto 3 ),CHP,,,PVO-Huippuvoima Oy,,,Finnish Energy Authority,http://www.energiavirasto.fi/en/voimalaitosrekisteri,,,,,,,,,,Finland,Finland National Grid,,,,Frilundintie 7,Vaasa,65170,,,,,,
1002648,TuuliMuukko,Wind,21,"Muukko, Lappeenranta",,,,TuuliMuukko Ky,,,Finnish Energy Authority,http://www.energiavirasto.fi/en/voimalaitosrekisteri,,,,,,,,,,Finland,Finland National Grid,,,,Snellmaninkatu 3 B,Lappeenranta,53100,,,,,,
1002479,Oulu Vihreäsaari tv,Wind,4,"Oulu, Vihreäsaari T1 ja T2",,,,Innopower Oy,,,Finnish Energy Authority,http://www.energiavirasto.fi/en/voimalaitosrekisteri,,,,,,,,,,Finland,Finland National Grid,,,,"Töölönkatu 4, PL40",Helsinki,101,,,,,,
1002684,Lotlax Vindpark,Wind,21,"Lotlax, Söderskogen",,,,Amperax Energie GmbH,,,Finnish Energy Authority,http://www.energiavirasto.fi/en/voimalaitosrekisteri,,,,,,,,,,Finland,Finland National Grid,,,,Grimes-Kreuz-Straße 55,Kaarst,41564,,,,,,
1002477,Oulu,Biomass,105,Oulu,CHP,,,"Stora Enso Oyj, Oulun tehdas",,,Finnish Energy Authority,http://www.energiavirasto.fi/en/voimalaitosrekisteri,,,,,,,,,,Finland,Finland National Grid,,,Industrial wood residues,PL 196,Oulu,90101,,,,,,
1002566,Uimaharju 2 + 1 vp/lv,Biomass,105,Uimaharju,CHP,,,Enocell Oy,,,Finnish Energy Authority,http://www.energiavirasto.fi/en/voimalaitosrekisteri,,,,,,,,,,Finland,Finland National Grid,,,Industrial wood residues,PL 2,Uimaharju,81281,,,,,,
1002455,Mertaniemi 1 ja 2,Separate electricity production,102,Mertaniemi 2,,,,Lappeenrannan Lämpövoima Oy,,,Finnish Energy Authority,http://www.energiavirasto.fi/en/voimalaitosrekisteri,,,,,,,,,,Finland,Finland National Grid,,,Natural gas,PL 191,Lappeenranta,53101,,,,,,
1002573,Valajaskoski,Hydro,101,Valajaskoski,,,,Kemijoki Oy,,,Finnish Energy Authority,http://www.energiavirasto.fi/en/voimalaitosrekisteri,,,,,,,,,,Finland,Finland National Grid,,,,PL 8131,ROVANIEMI,96101,,,,,,
1002474,Olkiluoto kt,Separate electricity production,100.5,"Olkiluoto KT 1 ja 2, Eurajoki",,,,Fingrid Oyj,,,Finnish Energy Authority,http://www.energiavirasto.fi/en/voimalaitosrekisteri,,,,,,,,,,Finland,Finland National Grid,,,,PL 530 (Arkadiankatu 23 B),Helsinki,100,,,,,,
1002575,Vanttauskoski,Hydro,95,Vanttauskoski,,,,Kemijoki Oy,,,Finnish Energy Authority,http://www.energiavirasto.fi/en/voimalaitosrekisteri,,,,,,,,,,Finland,Finland National Grid,,,,PL 8131,ROVANIEMI,96101,,,,,,
1002583,Veitsiluoto,Biomass,90,Veitsiluoto,CHP,,,Stora Enso Oyj,,,Finnish Energy Authority,http://www.energiavirasto.fi/en/voimalaitosrekisteri,,,,,,,,,,Finland,Finland National Grid,,,Industrial wood residues,Veitsiluodon tehtaat,Kemi,94800,,,,,,
1002358,Joutseno,Biomass,85,Metsä Fibre Joutsenon tehdas,CHP,,,Metsä Fibre Oy,,,Finnish Energy Authority,http://www.energiavirasto.fi/en/voimalaitosrekisteri,,,,,,,,,,Finland,Finland National Grid,,,Natural gas,Revontulentie 6,Espoo,2100,,,,,,
1002385,Kavo,Peat,85,Kavo,CHP,,,Kainuun Voima Oy,,,Finnish Energy Authority,http://www.energiavirasto.fi/en/voimalaitosrekisteri,,,,,,,,,,Finland,Finland National Grid,,,Industrial wood residues,Tehdaskatu 17,PL 302,87101 Kajaani,,,,,,
1002484,Pamilo,Hydro,85,Pamilon vesivoimalaitos,,,,Pamilo Oy,,,Finnish Energy Authority,http://www.energiavirasto.fi/en/voimalaitosrekisteri,,,,,,,,,,Finland,Finland National Grid,,,,Tuohivaarantie 40,Luhtapohja,81330,,,,,,
1002528,Savio,Natural gas,3.9,Savion voimalaitos,CHP,,,Keravan Energia Oy,,,Finnish Energy Authority,http://www.energiavirasto.fi/en/voimalaitosrekisteri,,,,,,,,,,Finland,Finland National Grid,,,Medium heavy distillates,PL 37,Kerava,4201,,,,,,
1002306,Aittaluoto 1,Peat,20.8,Pori Aittaluoto 1,,,,Pori Energia Oy,,,Finnish Energy Authority,http://www.energiavirasto.fi/en/voimalaitosrekisteri,,,,,,,,,,Finland,Finland National Grid,,,Industrial wood residues,PL 9 (Radanvarsi 2),PORI,28101,,,,,,
1002341,Honkalahti,Biomass,3.8,Honkalahti,CHP,,,Stora Enso Timber Oy Ltd,,,Finnish Energy Authority,http://www.energiavirasto.fi/en/voimalaitosrekisteri,,,,,,,,,,Finland,Finland National Grid,,,Natural gas,PL 12,JOUTSENO,54101,,,,,,
1002511,Raahen tuulipuisto tv 1- 9,Wind,20.7,Raahe tv 1-9,,,,Suomen Hyötytuuli Oy,,,Finnish Energy Authority,http://www.energiavirasto.fi/en/voimalaitosrekisteri,,,,,,,,,,Finland,Finland National Grid,,,,Radanvarsi 2,Pori,28100,,,,,,
1002602,Ämmäkoski,Hydro,3.8,Ämmäkoski,,,,Kainuun Voima Oy,,,Finnish Energy Authority,http://www.energiavirasto.fi/en/voimalaitosrekisteri,,,,,,,,,,Finland,Finland National Grid,,,,Tehdaskatu 17,PL 302,87101 Kajaani,,,,,,
1002422,"Kuopio, Savon Sellu",Biomass,20.5,Savon Sellu Vastapainevoimalaitos,CHP,,,Savon Sellu OY,,,Finnish Energy Authority,http://www.energiavirasto.fi/en/voimalaitosrekisteri,,,,,,,,,,Finland,Finland National Grid,,,Peat,PL57  (Käyntiosoite Sorsasalo),KUOPIO,70101,,,,,,
1002363,Juotas,Hydro,3.7,Juotas,,,,Keski-Lapin voima Oy,,,Finnish Energy Authority,http://www.energiavirasto.fi/en/voimalaitosrekisteri,,,,,,,,,,Finland,Finland National Grid,,,,PL  49,Kemijärvi,98101,,,,,,
1002312,"Anjalankoski, G1",Hydro,20,Anjalankoski,,,,Kemijoki Oy,,,Finnish Energy Authority,http://www.energiavirasto.fi/en/voimalaitosrekisteri,,,,,,,,,,Finland,Finland National Grid,,,,PL 8131,ROVANIEMI,96101,,,,,,
1002391,Kerava,Natural Gas,3.7,Alikeravan voimalaitos,CHP,,,Keravan Energia Oy,,,Finnish Energy Authority,http://www.energiavirasto.fi/en/voimalaitosrekisteri,,,,,,,,,,Finland,Finland National Grid,,,Medium heavy distillates,PL 37,Kerava,4201,,,,,,
1002344,Hämeenkyrö lä,Biomass,20,"Metsä Board, Kyron tehdasalue Hämeenkyrö",CHP,,,Hämeenkyrön voima Oy,,,Finnish Energy Authority,http://www.energiavirasto.fi/en/voimalaitosrekisteri,,,,,,,,,,Finland,Finland National Grid,,,Natural gas,Töölönkatu 4,Helsinki,100,,,,,,
1002567,Uljua,Hydro,3.7,Pulkkila / Uljua,,,,Vattenfall Sähköntuotanto oy,,,Finnish Energy Authority,http://www.energiavirasto.fi/en/voimalaitosrekisteri,,,,,,,,,,Finland,Finland National Grid,,,,Maaistraatinportti 4 A,Helsinki,240,,,,,,
1002679,Kytölä,Wind,19.8,Kytölä,,,,Kytölän Tuulipuisto Ky,,,Finnish Energy Authority,http://www.energiavirasto.fi/en/voimalaitosrekisteri,,,,,,,,,,Finland,Finland National Grid,,,,"c/o Taaleritehdas Oy, Kluuvikatu 3",Helsinki,100,,,,,,
1002609,Björknäs kraftvärmeverk,Biomass,3.7,Björknäs kraftvärmeverk,CHP,,,Raseborgs stad / Ekenäs Energi,,,Finnish Energy Authority,http://www.energiavirasto.fi/en/voimalaitosrekisteri,,,,,,,,,,Finland,Finland National Grid,,,,"PB 31, Kungsgatan 14",Ekenäs,10601,,,,,,
1002600,Äetsä,Hydro,19.7,Äetsä,,,,UPM-Kymmene Oyj,,,Finnish Energy Authority,http://www.energiavirasto.fi/en/voimalaitosrekisteri,,,,,,,,,,Finland,Finland National Grid,,,,Ky-35,Kuusankoski,45700,,,,,,
1002570,Vaaja,Hydro,3.6,"Vaajakoski, Jyväskylän mlk",,,,SUUR-SAVON SÄHKÖ Oy,,,Finnish Energy Authority,http://www.energiavirasto.fi/en/voimalaitosrekisteri,,,,,,,,,,Finland,Finland National Grid,,,,Otto Mannisen katu 6,Mikkeli,50101,,,,,,
1002518,Riihimäki (Ekokem),Waste,19.6,"Kuulojankatu 1, 11120 RIIHIMÄKI",CHP,,,EKOKEM OY AB,,,Finnish Energy Authority,http://www.energiavirasto.fi/en/voimalaitosrekisteri,,,,,,,,,,Finland,Finland National Grid,,,Heavy distillates,PL 181,RIIHIMÄKI,11101,,,,,,
1002622,"Huittinen, Pahkionvuori tv",Wind,3.6,"Pahkionvuori, Huittinen",,,,Lännen Lintu Oy,,,Finnish Energy Authority,http://www.energiavirasto.fi/en/voimalaitosrekisteri,,,,,,,,,,Finland,Finland National Grid,,,,Matomäentie 100,32710 Sampu,,,,,,,
1002404,Kokkola,Peat,19.5,Kokkola,CHP,,,Kokkolan Voima Oy,,,Finnish Energy Authority,http://www.energiavirasto.fi/en/voimalaitosrekisteri,,,,,,,,,,Finland,Finland National Grid,,,Industrial wood residues,Voimalantie 17,Kokkola,67900,,,,,,
1002663,Wasa Wind,Wind,3.6,"Myrgrundintie 346 B, 65410 Vaasa",,,,Wasa Wind Oy,,,Finnish Energy Authority,http://www.energiavirasto.fi/en/voimalaitosrekisteri,,,,,,,,,,Finland,Finland National Grid,,,,Yrittäjänkatu 13,Vaasa,65380,,,,,,
1002646,Nyby-Ii,Wind,19.2,Nyby,,,,Nybyn Tuulipuisto Ky,,,Finnish Energy Authority,http://www.energiavirasto.fi/en/voimalaitosrekisteri,,,,,,,,,,Finland,Finland National Grid,,,,"c/o Taaleritehdas Oyj, Kluuvikatu 3",Helsinki,100,,,,,,
1002576,Varkaus lä,Biomass,82.8,Varkaus,CHP,,,Varenso Oy,,,Finnish Energy Authority,http://www.energiavirasto.fi/en/voimalaitosrekisteri,,,,,,,,,,Finland,Finland National Grid,,,Industrial wood residues,"Ahlströminkatu 26-28, PL185",Varkaus,78201,,,,,,
1002510,"Raahe, TG01, TG02",Coal,82,"Raahe, TG01, TG02",,,,Rautaruukki Oyj,,,Finnish Energy Authority,http://www.energiavirasto.fi/en/voimalaitosrekisteri,,,,,,,,,,Finland,Finland National Grid,,,Coke,PL 138,Helsinki,811,,,,,,
